id,average score buffer_None,economy activity_None,PM2.5_None,NOX_None,crime rate buffer_None,restaurant buffer_None,Supermarkets_Supermarkets,NightEconomy, HousingDensity ,BuilingHeights , GreenSpace , Noise,SpaceSyntax_R3000_SpaceSyntax_Choice_R3000_None,SpaceSyntax_R3000_SpaceSyntax_Intergration_R3000_None,culture final-sum_culture sum
18188,14,83.68293,0.98682,11.39691,91,,,4,0.935,28.18466992,,75,716803,1335.4755,0
18191,7,86.909,1.10501,12.76182,43,2,,3,1.201,26.02,,55,18321,1013.6274,0
18190,7,101.3068,1.28807,14.87602,43,1,,3,1.201,29.16071875,,75,26162,1058.1676,0
18185,7,67.9946,0.71859,8.29902,48,1,,4,0.935,10.38,,,115310,1082.5876,0
18184,7,73.56956,0.72155,8.61124,48,,,4,0.935,24.6,1757,,260264,1113.356,1
18187,7,67.9946,0.71859,8.29902,48,,,4,0.935,12.66,,75,716803,1315.6973,2
18186,7,67.9946,0.71859,8.29902,48,,,4,0.935,12.66,942,65,9125,964.23376,0
18181,7,102.38737,0.67547,8.01531,48,,,955,0.935,25.90183984,2513,65,420868,1102.6542,0
18180,7,117.12668,1.03916,10.6518,48,,,955,0.935,28.31,1563,65,420868,1108.6414,3
18183,7,144.58805,0.72956,10.87621,48,,,4,0.935,74.49,428,,260264,1113.356,0
18182,7,174.05838,0.77697,11.86457,48,,,4,0.935,25.90183984,,70,18142,963.02155,0
18177,28,110.32711,0.96058,9.82245,302,5,,955,0.83,29.31,,75,1180329,1308.9769,3
18176,14,100.70839,0.52112,3.98605,218,5,,1,0.83,18.63,,75,1370165,1308.9769,0
18179,7,117.72684,1.04449,10.70638,48,,,955,0.935,10.05,,65,406317,1108.6414,2
18178,14,94.17122,0.88453,9.26861,84,2,,955,1.089,29.31,,65,676036,1267.6592,0
18205,11,84.8364,0.54136,6.44698,75,,,2,1.763,28.07299995,467,65,219618,1082.2758,0
18204,11,36.91479,0.23795,4.28066,75,,,2,1.763,112.0629959,,65,244455,1091.0306,0
18207,5,106.8141,0.68051,7.44103,37,,,1,1.534,17.29999924,,,40790,903.45532,0
18206,11,71.13207,0.45328,5.01682,75,,,2,1.763,37.72800064,966,,28247,940.23511,0
18201,,0.04176,0.00165,0.0176,,,,,,,,65,,,0
18200,,14.7726,0.58209,6.22749,,,,26,,29.55599976,,75,332632,1191.5013,0
18203,6,20.07295,0.12943,2.35318,38,,,2,1.763,52.20299912,,,103435,1053.3452,0
18197,,15.14844,0.5969,6.38593,,3,1,26,,43.63899994,,,29164,965.02991,1
18196,,12.01644,0.47349,5.06561,,4,,26,,62.51999664,,,476935,1204.2019,0
18199,,15.14844,0.5969,6.38593,,,,26,,29.55599976,,65,25725,946.39557,0
18198,,15.14844,0.5969,6.38593,,1,,26,,43.63899994,,,65996,1019.641,0
18193,,15.61608,0.60537,6.46886,,1,,26,,38.44499969,,75,475561,1188.8308,0
18192,7,73.57194,1.05434,11.98617,43,,,3,,32.63199997,,65,795015,1241.3358,0
18195,,15.12756,0.59607,6.37713,,,,26,,71.92199707,,65,33055,794.16296,0
18194,,15.14844,0.5969,6.38593,,,,26,,38.20300293,,70,68687,943.6983,0
18221,6,100.60644,0.47163,4.94437,88,,,460,1.162,10.44999981,,,10889,698.07501,0
18220,6,102.66814,0.63979,6.65552,88,,,460,1.162,9.475000381,,,10889,678.71106,0
18223,6,129.40901,0.23001,2.3333,88,,,700,1.162,66.94499969,,70,261174,977.19733,0
18222,6,123.15962,0.36424,3.82963,88,,,700,1.162,67.30000305,550,,6616,698.07501,2
18216,6,26.6034,0.17685,1.87833,38,,,720,1.763,7.546999931,3689,65,,,0
18219,12,100.73775,0.62959,6.555,126,,,720,1.763,15.99999905,,,110672,784.03247,1
18218,12,42.77406,0.281,2.97356,126,,,720,1.763,15.99999905,1268,,110672,784.03247,0
18213,6,120.20635,0.67715,6.82286,38,,,720,1.763,40.84799957,76,75,148366,937.72577,0
18212,11,115.07412,0.67957,6.7994,75,,,720,1.763,20.16399956,,75,193754,937.72577,0
18215,6,102.02838,0.54986,5.67194,38,,,720,1.763,22.6420002,552,65,590101,989.21246,1
18214,6,118.712,0.66874,6.73805,38,,,720,1.763,7.099999905,40,75,101624,968.83099,0
18209,11,81.64224,0.67294,6.90197,75,6,1,720,1.763,13.84699917,,,393401,1014.6488,3
18208,5,106.8141,0.68051,7.44103,37,,,1,1.534,61.56499863,261,,28735,848.2832,0
18211,11,67.47221,0.70168,6.57912,75,2,,720,1.763,10.82299995,,75,241176,979.45319,0
18210,11,43.36998,0.71244,6.46708,75,,,720,1.763,10.20300007,2066,,178544,940.17175,0
18237,7,44.16984,0.18073,2.08028,104,,,520,1.129,15.17800045,,,284542,1022.3063,0
18236,7,33.09768,0.13543,1.55881,104,,,520,1.129,9.851999283,,,,,0
18239,7,57.2094,0.19207,2.21918,104,,,520,1.129,12.10700035,204,,57849,738.64972,0
18238,7,78.0594,0.31671,3.64605,104,,,520,1.129,11.21199989,,,284542,1022.3063,0
18233,6,27.78406,0.22483,2.39762,97,,,520,1.275,5.225999832,122,65,15678,681.24182,0
18232,6,21.18757,0.17145,1.82838,97,,,520,1.275,16.05400085,429,55,0,643.68774,0
18235,7,76.37652,0.31251,3.59713,104,,,520,1.129,12.17499924,,65,162329,1032.642,1
18234,20,63.794,0.32673,3.59267,308,3,,520,0.832,21.15999985,171,65,840831,1232.0179,0
18229,19,22.59069,0.17937,1.9189,292,,,700,0.832,,371,65,730681,1198.1462,0
18228,19,106.16385,0.50946,5.67291,292,,,700,0.832,17.39500046,1361,65,730681,1198.1462,0
18231,6,11.64236,0.09421,1.00467,97,,,520,1.275,4.121999741,315,55,,,0
18230,6,1.93192,0.01563,0.16671,97,,,520,1.275,,238,60,,,0
18225,6,98.53163,0.18279,1.86327,88,,,700,1.162,17.7670002,37,,7156,836.2077,1
18224,6,109.5763,0.19179,1.94207,88,,,700,1.162,17.7670002,,65,261174,984.91461,0
18227,13,126.26674,0.3775,4.28319,195,,,700,0.832,17.39500046,,65,681877,1142.16,1
18226,6,126.4449,0.38185,4.41511,88,,,700,1.162,21.76399994,43,60,25928,997.22827,0
18253,7,72.59602,0.26696,2.08702,164,,,625,1.208,14.76,,65,38537,779.65082,0
18252,7,93.8965,0.46655,4.16851,164,,,625,1.208,0.06,,,31455,763.4303,0
18255,7,63.71184,0.21439,1.63101,164,,,510,1.208,4.13,,60,82515,687.01697,0
18254,7,77.29558,0.26521,2.01758,164,2,,510,1.208,13.87,,65,386698,896.64679,0
18249,7,102.5532,0.52196,4.70015,164,,,625,1.208,9.17,1098,,40289,633.25299,0
18248,7,104.1124,0.50022,4.50445,164,,,625,1.208,6.107999802,1212,,40289,653.17865,0
18251,7,97.2254,0.47349,4.20225,164,,,625,1.208,15.24,,,40408,731.83911,0
18250,7,101.7602,0.51793,4.6638,164,,,625,1.208,10.09,1319,,21483,641.55872,0
18245,14,124.55901,0.44315,4.22559,268,2,,625,1.129,6.663000107,,,449780,832.28796,1
18244,7,87.93834,0.14702,1.85996,104,,,235,1.129,7.477999687,,,35153,716.76349,0
18247,7,120.4086,0.53252,4.7952,164,,,625,1.208,6.545000076,,,21170,576.10968,0
18246,7,123.5442,0.54407,4.8992,164,,,625,1.208,9.025000572,764,,81765,697.05408,0
18241,7,83.136,0.2695,3.11617,104,,,305,1.129,4.857999802,394,,18565,683.6228,0
18240,7,54.036,0.17517,2.02542,104,,,305,1.129,7.508000374,902,,15599,639.53668,0
18243,7,76.1724,0.1442,1.78631,104,,,305,1.129,7.477999687,,,98603,819.61743,0
18242,7,43.65603,0.14141,1.63517,104,,,305,1.129,6.842000008,,,94205,801.17627,0
18261,5,91.6387,0.41305,3.17563,56,,,510,2.032,10.24,,60,27212,712.34064,0
18260,12,107.75439,0.49319,3.77033,220,,,510,2.032,15.33,,,26514,710.49335,0
18263,5,15.34673,0.05228,0.45278,56,,,510,2.032,16.37,250,65,310912,743.51453,0
18262,5,58.18715,0.24714,1.94566,56,,,510,2.032,13.1,,65,310388,743.51453,0
18257,7,66.20177,0.22445,1.70808,164,,,510,1.208,9.55,3,,167535,804.99512,0
18256,7,92.20608,0.31028,2.36045,164,,,510,1.208,7.23,,,62573,668.67194,0
18259,12,116.82123,0.5536,4.25311,220,,,510,2.032,15.33,,,135362,749.1579,0
18258,12,123.48321,0.56362,4.34275,220,,,510,2.032,14.3,0,,167535,804.99512,0
18285,7,52.57749,0.20044,1.83273,87,,,355,1.473,9.24,,,18801,475.13794,0
18284,7,45.3689,0.17108,1.56426,87,,,355,1.473,15.44,,,100914,502.83118,0
18287,7,82.0461,0.3321,2.73498,87,,,620,1.473,10.49,,,136361,492.36734,0
18286,7,97.72739,0.37295,3.41004,87,,,355,1.473,10.15,,,50467,478.82904,0
18281,7,76.68276,0.23086,2.0861,106,,,355,1.273,12.56,,,129700,612.50732,0
18280,7,77.73654,0.23403,2.11477,106,,,355,1.273,10.27,,,146878,664.85333,0
18283,7,19.14454,0.07219,0.66008,87,,,355,1.473,13.02,,,100914,501.48831,0
18282,14,61.60263,0.19656,1.78207,193,,,355,1.273,8.71,,,149838,612.50732,0
18277,6,44.03868,0.12737,1.15813,104,,,190,1.029,9.61,,65,24236,583.48328,0
18276,12,94.70491,0.2385,2.20226,182,,,400,1.515,6.783128906,,65,500373,757.07361,0
18279,7,76.56117,0.23049,2.08279,106,,,355,1.273,14.76,,75,4943,550.42297,0
18278,13,63.78127,0.18533,1.6839,210,,,355,1.029,14.61,,75,404887,745.0658,0
18273,17,86.41059,0.14854,1.44639,238,,,510,2.032,11.53,826,55,142823,651.17596,0
18272,11,6.80687,0.01843,0.16429,134,,,510,2.032,,1852,,3617,586.22443,0
18275,12,98.79486,0.14454,1.45276,182,,,400,1.515,7.49,119,65,418909,741.09167,0
18274,6,61.59288,0.07171,0.75638,78,,,400,1.515,7.49,648,65,0,606.48639,0
18301,2,119.88978,0.3665,3.21422,20,,,690,1.082,16.04,,,0,265.90024,0
18300,0,19.72314,0.08357,0.65831,3,,,335,2.52,8.91,,,4152,390.89215,0
18303,6,114.74323,0.28526,2.54863,89,,,690,1.082,14.46,,,25793,347.04797,0
18302,2,119.15818,0.31009,2.77057,20,,,690,1.082,15.88,,,19900,307.36594,0
18297,7,19.65948,0.09926,0.73443,87,,,265,1.473,12.14,,65,3677,410.73746,0
18296,7,62.06739,0.17428,1.3148,87,,,265,1.473,9.37,,,34062,381.76474,0
18299,0,4.41504,0.01871,0.14736,3,,,335,2.52,8.91,,,,,0
18298,7,38.57806,0.18666,1.40677,90,,,335,1.473,7.53,,65,272943,501.55878,0
18293,7,67.17595,0.17707,1.37649,87,,,265,1.473,10.36,,,9203,394.00226,0
18292,7,86.96915,0.32063,2.49422,87,,,265,1.473,11.27,,,134075,481.00711,0
18295,7,52.7513,0.0886,0.68787,87,,,265,1.473,8.92,,,18993,356.22702,0
18294,7,55.72091,0.09359,0.72659,87,,,265,1.473,10.36,,,21210,416.01962,0
18289,7,57.1721,0.2975,2.2704,87,,,620,1.473,9.41,,,16331,438.72263,0
18288,7,65.91273,0.37522,2.84724,87,,,620,1.473,8.88,,,135272,492.36734,0
18291,7,77.30458,0.30618,2.38179,87,,,620,1.473,8.67,,,134075,486.81952,0
18290,7,74.21005,0.32114,2.48339,87,,,620,1.473,8.88,,,770,397.04028,0
18317,7,148.02705,1.03471,7.11651,143,,,655,0.869,15.65,,,98823,774.34338,0
18316,7,111.44266,0.61045,4.32898,143,,,655,0.869,8.59,,,97130,774.34338,0
18319,7,75.87567,0.53888,3.70628,143,,,655,0.869,25.23,,,,,0
18318,7,148.02705,1.03471,7.11651,143,,,655,0.869,18.55,939,,3003,722.85529,0
18313,7,69.35156,0.30244,2.43646,143,,,690,0.869,17.22,,55,19160,719.20636,0
18312,7,83.6287,0.3724,3.02605,143,,,690,0.869,17.22,445,55,19160,770.66962,1
18315,7,95.68065,0.43393,3.16626,143,,,655,0.869,9.377890625,,,8574,672.97656,0
18314,7,94.3592,0.35673,2.68792,143,,,605,0.869,7.566390625,,,304334,801.99371,0
18309,4,56.27772,0.28182,2.29005,69,,,690,1.004,3.14,610,65,17005,578.60559,0
18308,4,44.47284,0.22271,1.80969,69,,,690,1.004,,5678,,21424,557.06317,0
18311,11,93.20749,0.4152,3.37384,212,2,,690,1.004,17.95114063,,65,528659,860.54279,1
18310,11,74.12226,0.35557,2.88931,212,2,2,690,1.004,20.45,,65,528659,860.54279,1
18305,4,113.46286,0.26376,2.32533,69,,,690,1.004,13.19,411,,6,292.93893,0
18304,4,123.50912,0.26298,2.34961,69,,,690,1.004,10.45,,,1833,320.58588,0
18307,4,69.4866,0.32416,2.64833,69,,,690,1.004,13.45,3634,,13602,463.30069,0
18306,4,79.29181,0.31303,2.59395,69,,,690,1.004,12.81,104,,6818,402.30875,0
18333,7,176.47377,0.79348,12.11673,48,,,4,0.935,9.06,754,,6581,631.98828,0
18332,7,178.84302,0.8007,12.22681,48,,,4,0.935,43.64,,,229064,1042.9391,0
18335,7,107.1107,0.75779,9.78289,48,,,4,0.935,17.99,2,,31468,906.51971,0
18334,7,176.74285,0.82815,12.42945,48,,,4,0.935,26.48398047,189,,358539,1125.6287,0
18329,14,118.59054,1.22027,13.20023,84,3,,955,1.089,22.36,,65,650975,1201.7891,1
18328,14,112.42126,1.27056,14.14802,84,,,955,1.089,22.36,1261,70,650975,1201.7891,0
18331,7,108.42036,0.47651,7.13264,48,,1,955,0.935,43.64,,,263281,1050.5479,0
18330,7,113.75388,0.96859,10.11424,48,1,,955,0.935,10.93,232,65,263244,1078.395,0
18325,14,94.15053,0.61121,5.40962,246,1,,1,0.81,16.1,,70,1231006,1234.5721,0
18324,14,92.9065,0.62592,4.97178,246,3,,1,0.81,16.1,,70,1231006,1234.5721,0
18327,14,109.97517,1.00331,10.45366,139,,,4,0.81,23.73533984,795,70,948517,1272.7722,0
18326,7,52.55316,0.3408,3.03567,103,,,1,0.81,22.21,2,65,0,1085.8348,0
18321,7,77.27664,0.57015,3.92139,143,1,,1,0.869,19.35,,,13777,836.14941,0
18320,7,81.76672,0.60328,4.14924,143,,,1,0.869,25.23,,,57597,848.26886,0
18323,14,78.44005,0.57067,4.04384,246,8,,1,0.81,13.29,,70,1219819,1206.2592,0
18322,7,62.25555,0.45933,3.15915,143,1,,1,0.869,16.94,,60,11396,842.96411,0
18349,,14.11488,0.55617,5.95023,,,,26,,43.6269989,,70,146367,1179.3444,0
18348,,15.14844,0.5969,6.38593,,,,26,,37.9960022,,55,97819,1038.7811,0
18350,,14.63688,0.57674,6.17028,,,,26,,43.6269989,,75,185750,1185.0985,0
18345,,15.14844,0.5969,6.38593,,,,26,,38.42300034,,70,33055,794.16296,0
18344,,13.8852,0.54712,5.8534,,,,26,,50.0530014,,75,968247,1251.4376,1
18347,,15.14844,0.5969,6.38593,,3,,26,,25.30500031,,60,45944,1022.1358,2
18346,,15.14844,0.5969,6.38593,,3,,26,,48.96500397,,70,490800,1235.8069,1
18341,14,81.82743,0.97247,11.22837,91,,1,4,,32.63199997,,75,709027,1268.1278,0
18340,14,76.27906,0.86067,9.93998,91,2,1,4,0.935,28.18466992,,75,709027,1285.7244,1
18343,,15.11712,0.59566,6.37273,,,,26,,43.01900101,,75,968247,1254.9153,1
18342,14,31.47645,0.72267,7.93813,91,2,,4,,43.01900101,,75,967216,1268.1278,0
18337,7,67.9946,0.71859,8.29902,48,,,4,0.935,23.97,,75,706841,1279.1824,0
18336,7,67.47405,0.71308,8.23548,48,,,4,0.935,12.66,333,,60138,1006.6277,0
18339,14,68.78425,0.73205,8.45457,91,,,4,0.935,26.45,,75,693475,1285.7244,0
18338,7,67.9946,0.71859,8.29902,48,,,4,0.935,23.97,,75,40204,1104.7197,1
18365,6,121.20456,0.23347,2.87968,38,,,720,1.763,22.6420002,,65,421426,1002.5082,0
18364,6,120.47976,0.55885,5.77138,38,,,720,1.763,40.84799957,,75,421426,1023.1,0
18367,6,53.76735,0.35742,3.79624,38,,,720,1.763,15.1420002,46,60,8787,832.90057,0
18366,6,79.92069,0.32968,3.65135,38,,,720,1.763,24.3219986,965,65,301187,996.61212,0
18361,11,104.56329,0.62992,6.59371,75,,,720,1.763,20.16399956,,55,264696,1020.4835,0
18360,11,71.31089,0.64532,6.43952,75,,,720,1.763,10.82299995,,,40935,958.29926,0
18363,6,113.73067,0.51611,5.3463,38,,,720,1.763,19.26000023,,75,148366,964.96216,0
18362,6,72.83634,0.42738,4.41501,38,2,,720,1.763,20.16399956,,75,9427,891.6637,0
18357,11,91.42271,0.592,6.52813,75,1,,720,1.763,10.72399998,,55,46992,940.23511,0
18356,11,39.82136,0.25654,4.4082,75,,,2,1.763,37.72800064,303,55,54908,986.9397,0
18359,11,87.26535,0.56855,6.21437,75,2,,720,1.763,19.97500038,,,393401,1014.6488,3
18358,11,92.85741,0.60166,6.57888,75,2,,720,1.763,5.958000183,,55,402556,1047.8417,0
18353,6,26.7018,0.17217,3.13029,38,,,2,1.763,52.20299912,,65,111522,1106.7012,0
18355,6,35.0432,0.22596,4.10817,38,,,2,1.763,25.00699997,0,65,4751,932.60443,0
18354,6,36.26645,0.23385,4.25157,38,,1,2,1.763,112.0629959,,65,266524,1136.5612,0
18381,13,50.31805,0.35014,3.76168,204,,,520,0.832,12.06700039,20,55,23110,716.51624,0
18380,13,88.36607,0.43099,4.73388,204,,,520,0.832,2.211999893,75,55,33296,685.7088,0
18383,6,23.36098,0.18904,2.01593,97,,,520,1.275,3.630000114,397,55,56021,798.98767,0
18382,6,21.70868,0.17567,1.87334,97,,,520,1.275,7.30700016,2661,55,17982,773.31543,0
18377,13,119.84763,0.58106,6.11353,195,,,700,0.832,17.39500046,,65,681877,1142.16,0
18376,13,126.88403,0.40495,4.23096,195,,,700,0.832,13.89599991,,65,678134,1098.0452,0
18379,13,72.43978,0.41634,4.44229,204,,,520,0.832,8.154000282,3661,60,291805,863.53955,0
18378,7,119.60788,0.60561,6.444,107,,,520,0.832,13.92499924,,60,291805,863.53955,0
18373,6,130.59283,0.36981,3.91364,88,,,700,1.162,66.94499969,153,70,261681,929.94287,0
18372,6,49.308,0.15337,1.63326,88,,,460,1.162,66.94499969,,65,,,0
18375,13,129.48214,0.39904,4.24453,195,,,700,0.832,13.89599991,,65,672927,1077.1516,0
18374,6,103.28987,0.28265,2.98396,88,,,700,1.162,19.45800018,290,65,0,839.00714,0
18369,12,85.7334,0.54848,5.75481,126,,,720,1.763,4.18500042,,,123847,784.03247,0
18368,6,54.3582,0.36135,3.83796,38,,,720,1.763,9.748000145,29,,11450,594.10077,0
18371,6,79.07536,0.41118,4.29748,88,,,460,1.162,14.31500053,,,26239,758.3869,0
18370,6,91.59516,0.57101,5.94003,88,,,460,1.162,13.84499931,,,14054,739.7135,0
18397,7,62.69863,0.28762,2.58994,164,,,625,1.208,11.72300053,,,20229,587.53796,0
18396,7,108.91311,0.51687,4.6543,164,,,625,1.208,11.84399986,,,327259,800.68188,0
18399,7,102.55344,0.52196,4.70015,164,,,625,1.208,9.958000183,,,38554,630.29755,0
18398,7,88.87257,0.451,4.06105,164,,,625,1.208,10.00000095,,,38554,630.29755,0
18393,7,109.43417,0.24166,2.87504,104,,,235,1.129,9.828999519,275,,199580,793.36945,0
18392,7,79.41561,0.26958,3.03395,104,,,305,1.129,0.707999706,,,246321,844.09045,0
18395,14,122.82828,0.4372,4.26457,268,2,,625,1.129,9.905000687,,,370702,800.68188,0
18394,7,126.5318,0.21278,2.68798,104,,,235,1.129,12.61499977,,,203874,793.36945,0
18389,7,15.08916,0.0505,0.58351,104,,,520,1.129,9.307999611,,,,,0
18388,7,79.50576,0.31077,3.57998,104,,,520,1.129,10.43499947,329,,93500,897.2525,0
18391,7,83.2934,0.27338,3.1458,104,,,305,1.129,10.5170002,1062,,246321,844.09045,0
18390,7,9.468,0.03069,0.35489,104,,,305,1.129,7.603000164,,,0,503.78171,0
18385,14,94.58364,0.33157,3.75899,211,,,520,0.832,21.15999985,,65,674435,1168.962,0
18384,20,73.47217,0.2602,2.80977,308,,,520,0.832,21.15999985,18,65,674435,1168.962,0
18387,7,77.54304,0.31709,3.64989,104,,,520,1.129,4.865000248,460,,308609,1016.5502,0
18386,7,76.81608,0.31431,3.61784,104,,,520,1.129,7.703999996,,,162329,1002.1146,0
18413,5,26.59594,0.0906,0.78468,56,,,510,2.032,16.5,,65,323877,743.24884,0
18412,5,50.65334,0.20978,1.66864,56,,,510,2.032,14.39,,60,34225,715.87158,0
18414,5,6.41186,0.02184,0.18917,56,,,510,2.032,16.58,,65,,,0
18409,12,124.16656,0.60256,4.64434,220,,,510,2.032,3.55,,,135362,749.1579,0
18408,7,127.65702,0.61288,4.73042,164,,,510,1.208,6.5,,,37900,626.71857,0
18411,5,94.82087,0.42882,3.29261,56,,,510,2.032,8.85,,,17556,662.19214,0
18410,12,107.68582,0.49275,3.76687,220,1,,510,2.032,10.73,,,80879,735.21826,0
18404,7,47.9582,0.16681,1.26901,164,,,510,1.208,7.06,,65,385128,880.95935,0
18407,7,98.62127,0.33417,2.54307,164,,,510,1.208,7.1,509,,49654,648.18701,0
18406,7,35.49774,0.11945,0.90873,164,,,510,1.208,7.23,2,,5677,545.13452,0
18401,7,101.99016,0.51656,4.6515,164,,,625,1.208,6.67,1560,,47484,692.87329,0
18400,7,102.3552,0.5201,4.68337,164,,,625,1.208,9.41,,,39233,689.14777,0
18403,7,71.99844,0.26934,2.11849,164,3,,625,1.208,10.13,,65,422631,880.95935,2
18402,7,84.95008,0.43173,3.88772,164,,,625,1.208,10.13,168,,52159,749.7323,0
18429,19,78.59348,0.24073,2.17053,288,,,400,1.515,14.76,,75,404887,751.90076,0
18428,19,88.02878,0.29853,2.65967,288,,,400,1.515,15.03766016,,75,404887,745.0658,0
18431,7,76.80435,0.23123,2.08941,106,,,355,1.273,8.31,,,131933,645.78906,0
18430,7,77.73654,0.23403,2.11477,106,,,355,1.273,14.87,,,142119,674.09247,0
18425,6,99.53627,0.11789,1.23839,78,,,400,1.515,11.36,61,,42638,598.65051,0
18424,6,27.95544,0.03255,0.3433,78,,,400,1.515,20.31,265,,,,0
18427,12,90.74549,0.3191,2.83069,182,,,400,1.515,10.25,170,65,500373,757.07361,0
18426,12,96.57283,0.19944,1.88267,182,,,400,1.515,6.783128906,1,65,500373,757.07361,0
18423,6,95.57124,0.11126,1.17365,78,,,400,1.515,11.53,688,,134838,666.0578,0
18422,11,41.7807,0.07416,0.70912,134,,,510,2.032,11.01,4494,,4507,615.14606,0
17421,13,57.85052,0.74132,5.19874,178,,,655,0.83,10.70178125,37,,370962,948.34534,0
17420,13,61.67134,0.71955,5.37798,178,,,655,0.83,13.32,728,,121921,783.33636,0
17423,7,131.85658,1.24033,8.13491,115,,,955,0.83,16.19,,,37084,757.9231,0
17422,13,132.25158,1.33265,8.82276,178,,,655,0.83,10.70178125,134,,360619,948.34534,0
17417,13,81.3494,0.87641,6.77126,178,,,655,0.83,16.11,,,138373,702.92273,0
17416,13,82.19915,0.77955,6.10058,178,,,655,0.83,16.11,,,91164,664.30676,0
17419,13,77.8468,0.8963,6.88495,178,,,655,0.83,13.4,,,152696,799.88623,0
17418,13,79.2538,0.87888,6.77293,178,,,655,0.83,12.54,,,144439,731.63892,0
17413,13,133.50348,0.55996,5.14095,178,,,690,0.83,7.84,87,,72561,639.48724,0
17412,6,81.45458,0.29742,2.85503,63,,,690,1.138,7.84,,,24187,536.7608,0
17415,13,132.91759,0.61831,5.39565,178,,,690,0.83,16.11,,,92581,664.30676,0
17414,13,151.94723,0.59201,5.42624,178,2,,690,0.83,16.08,,,114952,677.4632,1
17409,6,80.24994,1.03967,10.46096,81,,,595,1.009,21.43,4842,,10479,554.68518,0
17408,6,107.49292,1.57031,15.80024,81,,,595,1.009,13.31,286,,474843,716.46112,0
17411,13,82.16632,0.2626,2.77476,206,,,690,0.869,18.25,,,48307,576.89502,0
17410,19,97.02316,0.96176,9.60117,287,,,690,1.009,8.61,36,,59014,587.76611,0
17437,7,138.54648,1.92511,19.12717,43,6,,3,1.201,43.86,,65,457101,1222.3496,0
17436,7,119.54696,1.2272,12.1944,43,,,3,1.201,43.86,,65,8510,1008.6502,0
17439,7,43.26775,0.66719,6.39246,43,,,3,1.201,19.6,3952,75,840779,1332.7668,0
17438,7,135.72987,1.82882,18.16966,43,5,1,3,1.201,25.8,,75,959219,1350.8845,0
17433,14,145.33971,1.196,16.31233,108,,,955,0.935,32.58,759,65,302011,1097.0723,0
17432,14,99.58461,0.86492,11.68429,108,,,955,0.935,10.53,295,65,102490,1031.8611,0
17435,14,106.35745,1.05134,11.32514,91,1,,4,0.935,3.57,,,44880,950.12195,0
17434,21,106.86419,0.9171,12.12666,151,,,570,0.935,32.58,,60,304379,1116.3075,0
17429,7,37.48396,0.48339,5.2955,48,,,955,0.935,27.51,,,3565,578.91858,0
17428,14,97.62147,2.10728,18.58066,163,,,955,0.83,3.07,,75,128054,1142.6509,0
17431,7,97.29372,0.84723,11.44044,48,,,955,0.935,12.09,24,,20248,833.21265,0
17430,7,100.93807,0.98003,12.44058,48,,,955,0.935,16.88,,55,51414,958.49231,0
17425,7,15.86666,0.12901,0.84614,115,,,955,0.83,13.51,,,0,652.67627,0
17424,7,15.56746,0.12681,0.83173,115,,,955,0.83,11.98,23,,34006,806.37231,0
17427,14,144.96595,1.12461,7.83156,163,,,955,0.83,20.21,17,75,968872,1346.3838,0
17426,7,115.37181,0.77242,5.06603,115,,,955,0.83,14.52,124,55,44313,1045.2415,0
17455,5,38.0688,0.668,6.91467,37,,,1,1.534,44.34199905,,70,630342,1058.5614,0
17454,5,6.41763,0.11426,1.21752,37,,,1,1.534,44.34199905,,70,,,0
17449,6,29.3232,0.8208,7.92604,45,1,,12,3.468,39.60599899,,70,1465,815.47058,0
17448,6,29.3232,0.8208,7.92604,45,,,12,3.468,39.60599899,,75,308527,1083.3384,0
17451,6,14.8256,0.41499,4.00735,45,1,,12,3.468,,,70,298985,1115.9457,0
17450,6,29.3232,0.8208,7.92604,45,,,12,3.468,39.60599899,,70,298985,1115.9457,0
17445,13,32.44556,0.74326,7.05834,88,,,12,1.201,29.90699959,1960,,95018,920.19214,0
17444,7,24.52116,0.50695,4.76593,43,,,10,1.201,26.2689991,3,,58913,825.87122,0
17447,6,10.4796,0.29334,2.83263,45,,,12,3.468,4.626998901,,65,,,0
17446,13,29.2164,0.78547,7.56155,88,,,12,1.201,29.90699959,,,19674,811.13208,0
17441,7,21.09216,0.43606,4.09947,43,,,10,1.201,20.09,2586,,,,0
17440,7,14.14272,0.29239,2.74878,43,,,10,1.201,20.09,3058,60,,,0
17443,7,17.0532,0.35941,3.39748,43,1,,26,,26.3029995,,55,66014,1054.2603,0
17442,7,30.64848,0.65905,6.26519,43,3,,26,,26.3029995,,75,578235,1206.3025,0
17469,11,106.46684,0.62691,8.33903,125,,,460,1.162,8.045000076,6,,51784,686.76874,0
17468,5,105.57828,0.73595,9.0349,37,1,,460,1.534,3.335000277,43,65,107954,768.25641,0
17471,6,34.4528,0.10535,2.04531,88,,,460,1.162,18.58800125,54,,15301,399.96646,0
17470,6,71.9068,0.21989,4.26879,88,,,460,1.162,10.37200069,1700,,33691,636.54071,1
17465,5,56.37732,0.48328,5.42352,37,,,1,1.534,10.46000004,11,,10730,767.17889,0
17464,5,31.43233,0.53918,5.85669,37,,,1,1.534,31.89700127,,,16961,802.10645,0
17467,5,80.39849,0.54224,6.35313,37,,,460,1.534,13.38600063,,65,607325,922.89081,0
17466,5,68.54138,0.4555,5.20674,37,,,1,1.534,12.76499939,362,55,46859,848.25641,0
17461,5,11.22164,0.20719,2.22439,37,1,,1,1.534,61.56499863,,65,8375,690.39136,0
